index,class,tweet
8220,1,buddy fruit ; brandon said a dirty coon; 
8221,1,buddy drug whole train lmao good ... extra hoe 
8222,1,buddy slapped rent stress on messy bitch. i done told u hoe bout new york nigga &amp; temper? trainvideo 
8223,1,build bear &lt;&lt;&lt;&lt; build bitch 
8224,1,"bull color schemes? dull, stupid bitch. duke wear bold pastel colors. bull make sense. "
8225,1,bullet stick a nigguh damn liver 
8226,0,bullet a nigguh tru jean 
8227,1,bullying law for pussies. 
8228,1,bum hoe 
8229,1,bum bitch even type 
8230,1,bumoose ducking insult like scared white pussy 
8231,0,bumped a bitch filed sexual harassment work a co-worker...i aint so shook my life 
8232,1,bumpin nigga nigga rick ross b.m.f hoe going harrrrd highh outside enjoying weather 
8233,1,bunch hurt nigga &amp; bitch my ig timeline tonight.. muhfuckas lame hell b 
8234,0,burn bitch 
8235,2,burnating yankee their thatch roof cottages!!!!!! astros 
8236,2,burrito trash 
8237,1,bussin bitch my gwale' gwalas 
8238,1,bussy rt that avi pussy poppin a handstand?? 
8239,1,"bust nicca head,smack ho,shoot club up! ; ;;;;; "
8240,1,"bust nicca head,smack hoe shoot club up! ;rt what doing?? "
8241,1,bust dat bitch face don't want sons! -- 
8242,1,busted lip playing ball now can't enjoy pussy this delicious mango 
8243,1,carl a bitch ; 
8244,2,i callin da race card. ain't colored podcasts dare 
8245,1,i can't buy tomorrow. that's i go hard hoe. 
8246,1,can't get to smoke unless i bitch it. struggle having girl doesn't... actuality a great thing. 
8247,1,i the hoe ; 
8248,1,i'm calling bitch yeah ok you called i return call especially it ain't girl; 
8249,0,atleast let know...ur faggot u keep type twitter secret 
8250,1,"bitch gon shave wax pussy i bless it, foh. "
8251,1,"bitch crazy, i'd in jail sure "
8252,1,bitch mad a mf they know i'm &amp; i getting ; 
8253,1,"if knew , bitch do better ; "
8254,1,no one call a pussy his injury 
8255,1,not prettier amber's. rt pussy pretty 
8256,2,rich a light skin coon. it's expected. 
8257,1,she bad bad bitch make late it. 
8258,1,she shade shit a bitch rt yourwifecantread 
8259,1,she a hoe.? ; idk that 
8260,1,staying gon a bitch. 
8261,1,they talk twitter bc pussy real life 
8262,1,this emotional shit absolutely the birds..... 
8263,1,who me ;to talk ; the next bitch flexing ; when;; done it ;;; 
8264,1,why this bitch follow me...don't even like u 
8265,1,why doe school always prom friday th like isn't freddy v jason shit even tho bitch gonna look ; 
8266,1,yall nigga wanna call woman hoe they leave for nigga appreciates her. fuck lil niggas. 
8267,1,you bird nigga here getting feather ruffled shook. ain't such thing a half way crook. 
8268,1,you can't tell broke bitch nothin ;;; ;;; 
8269,1,"love me, you don't wanna with nobody else, blah blah.. bullshit fa birds.. "
8270,1,"you.. nvm don't see men disrespect woman calling offensive name like ""bitch"", ""hoe"", ""slut"", ""female"". smh "
8271,1,"butler unchained review short version, whitey suck a potentially positive film simply anti-white agitprop. "
8272,1,butter get the hoe 
8273,1,bye bitch. 
8274,2,"bye, bye charlie strong. "
8275,1,bytch wa infant... ; the hell bitch  talking bout much remember bout pac he died!?!; 
8276,2,cair publishes hit list jihadis via a red blooded american you may on list.. 
8277,1,cebros corporate hoe 
8278,1,cleary diz princess iz bad bitch. 
8279,1,cnt nobody mad who choose i can't be mad no bitch the nigga hay 
8280,1,"come tnd!!!! atrocity start , followed lost cause, auramea, night verses, norma jean! let's fill bitch. "
8281,1,caleb need stop a little bitch. 
8282,1,caleb's dick hanna's bitch hate both ;;;; 
8283,2,california ha gang california trash. 
8284,0,california home skater trash. 
8285,1,"call hoe hoe, rat a rat "
8286,1,call negro 
8287,1,call dat bitch... 
8288,1,"call a dumb bitch ion even know wtf ""ebola"" ;; "
8289,1,call a fag i love people turn head look of car i drive cause head slumpin. bitch love 
8290,1,call ghetto you want i'm walking and class my bonnet my hair. 
8291,1,call duty this bitch 
8292,1,"call grow up. you live long. sorry parent such poor skill got you . old bitch"" "
8293,1,called eddie hoe.... mistake doe. lol 
8294,1,calling am early night heartache a bitch broken 
8295,2,"calling teabaggers, conservative their bs: via "
8296,1,calling nasty hoe out! mrs. well too real;;; 
8297,1,cam newton such little girl like grow and quit actin like bitch 
8298,1,cam newton such pussy need grow and learn isn't hotshot more 
8299,1,came home found cat sleeping my pillow ;c love niggah. 
8300,1,camo day! catch at school huntin' basic bitch 
8301,0,faggots honeybooboo imagine internet world wa created trap and feed to allah like gazelles? stephenking 
8302,2,charlie crist pull one on rick scott? well did pull one on floridaprimary dems tonite. tpot election 
8303,1,dick sherman get caught blow a tranny hooker time soon please? preferably pete carroll 
8304,1,i bring another bitch we a threesome nahhh 
8305,1,i bring another bitch nah 
8306,1,i bring another bitch nah? 
8307,2,i double stuff oreo? 
8308,1,i get good neck dis hoe? 
8309,1,i a bad bitch without flaws? come meet without drawers? 
8310,1,i a bad bitch without flawwssss 
8311,1,i pay to stop a lil bitch? gah damn shut fuck up! 
8312,1,i sit your face ; sit a hot stove bitch 
8313,1,i bring another bitch nah 
8314,1,my school please fuckin remove random trash in middle the hallway i always fuckin run 
8315,1,never follow bitch who's bios look like 
8316,1,really hold phone convos my house this trash service 
8317,1,someone beat justin beibers ass? he's little pussy. 
8318,2,someone get cheese cracker 
8319,2,"someone please explain me, are bird angry &amp; destroying pigs' homes? "
8320,1,someone treat to grub? i'm broke bitch here. 
8321,1,these bird shut fuck 
8322,1,this bitch already update ; 
8323,1,this bitch hurry up... ineedmyeigth 
8324,1,this bitch sit fuck and shut fuck 
8325,1,u say hoe hoe hoe? ewww wa nasty. wa mean her daily. i'll spare the detail lol. 
8326,2,we bomb selfie-monkey of timeline? 
8327,2,we revisit 's idea two team playing each other? would like see game every &amp; then. 
8328,1,you catch box hoe 
8329,1,you catch box hoe ? 
8330,1,you imagine tryn yo hardest stop bitch frm slutin still comin unsuccessful 
8331,1,you let stretch pussy or nah 
8332,1,you let stretch pussy or nahhh 
8333,1,you really take dick nah? i bring another bitch nah? 
8334,0,"can;t wait humble nigga the playoff again. then, good job hoe "
8335,1,can't a major nigga a minor hoe 
8336,2,can't many thing worse having cop interrupted a friggin yankee game still going on. 
8337,2,can't beat score  flappy bird givingup 
8338,1,can't even sleep fucking car this mother fucker drive like retard pump the break hard 
8339,2,can't find bc powder .. i'll chug children's advil 
8340,1,"can't fuck wit bitch ugly friends, "
8341,1,can't fuck a coon girl bruh 
8342,1,can't fuck no bitches. can't it. 
8343,1,can't get money me silly hoe 
8344,1,can't get pussy kirk franklin idc long been ya 
8345,1,can't bitch no future goals. love kid if not a parent first can't deal you 
8346,1,can't keep bitch it cool cause money still around 
8347,1,can't keep shallow bitch ya pocket ain't deep. 
8348,1,"can't let nobody play gta, bitch like using all ya ammo n gettin ya dude kilt the cop "
8349,1,can't neva a sucka no bitch.. ain't 
8350,1,can't hoe fixmylife 
8351,1,can't save hoe 
8352,1,can't stand bitch always feel need somethin. sit as home be bored ain't gotta be a hoe the time 
8353,1,can't stand nigga curve boy some hoe 
8354,1,can't stand sob bitch 
8355,0,can't stand bitch niggas. 
8356,1,can't stand ghetto ratchet mofos ;; 
8357,0,"can't stand asian dude now, faggot give attitude cause almost forgot water, fuck u faggot i on stage "
8358,0,can't stand faggot. 
8359,2,can't stand yankee jeter hitting home run his final bat nyc would cool. getting beaned would better! 
8360,1,"can't stand i see female get of relationship &amp;  day later ""talking"" another guy , hoe gonna hoe smh "
8361,2,can't stop eating graham cracker 
8362,0,can't take u coon nowhere &amp; mean nowhere 
8363,2,can't tell mexico ha impressive if brazil ha been trash today 
8364,1,"can't tell shit, cuz ion care bitch. "
8365,1,"can't trust every face, bitch gotta watch em' "
8366,1,can't trust bitches. these nigga either. 
8367,1,can't trust hoes... when say hoe mean dude 
8368,1,"can't turn hoe a house wife, fact "
8369,2,"can't wait till get full appetite back. ate half ghetto sandwich. lettuce, nothing. "
8370,1,can't wait till bitch get ; 
8371,1,can't wait put down payment my bitch 
8372,1,can't wait see bitch dutch 
8373,1,can't worry bout bitch ain't worried bout 
8374,1,cancel bitch like ninooo 
8375,1,"cancel hoe! ain't nothing cut b!tch off!"" "
8376,1,cancer a hoe y'all pray the people have it. 
8377,1,cant handle bitch her elbow fat 
8378,1,cant play game wit deze nigga bitch ;; 
8379,1,cant wait! rt nigga wanna at  pop viagra pop young bitch 
8380,1,cant da colored da white folk get along? all da cept da colored men gots da bigga dick 
8381,2,cardinal score st. lead - the top rd bird base. nlcs sfvsstl 
8382,1,carl try eat pussy that big nose fucking shit 
8383,1,carol gonna george lenny bitch. 
8384,1,carrahs bitch... 
8385,1,"carter need shut fuck up, fucking bitch always trying start shit "
8386,2,casey matthew so trash is big 
8387,1,catch fuckin tonight ... nolinenowait that bitch well... meetmethere 
8388,1,catch on episode vampire diary tomorrow night. bitch slap 
8389,1,catch jet hoe 
8390,1,catch with lingo itty bitty bitch 
8391,1,cause i'm trophy hunting little bitch 
8392,1,cause i'm type nighha joke you to play around don't a little bitch 
8393,1,cause lsu trash rt they doin college playoff ranking shit early? 
8394,1,cause bitch. rather eat pussy get mine ate. 
8395,1,cause know.. y'all hoe play entirely much. 
8396,2,cavs trash 
8397,1,cay got whole lit new clicc her school &amp; on bitch shit me like ? okay anyways still dem girlz 
8398,1,"cay said ""well bitch thot wa house arrest you ain't walking where!"" ;;;omg hate "
8399,0,ceasefire?let's see long towel head go without trying attack israel cry national medium they get popped 
8400,1,celebratin you hatin bitch. 
8401,1,celebrity teeth really white shit. mean get wrong shit aint yellow far i need whatever toothpaste be using 
8402,0,"celtic mean white trash. someone say they're celtic, mean they're white trash. "
8403,2,"chaber books: bragadayjah  nimrod cushite, first king the earth. see bragadayjah  "
8404,2,chaber books: bragadayjah  restriction eating certain insect bird 
8405,1,chad jordan this bitch. 
8406,2,chance trash 
8407,1,chance make champion nicca ain't nothing stopping 
8408,1,chance make champion nicca ain't nothing stopping you! 
8409,1,change game u bitches; 
8410,2,"char-broiled cod, yellow rice, saut;ed spinach artichoke hearts. made love .; "
8411,1,charlene crave colored cock 
8412,2,charles tillmans' eye more yellow corn 
8413,1,charles wa eatin trash domino that pic...you know wa still poor the time lol 
8414,2,charlie baker mass gov..the lib newspaper most lib state support 'r' gov! dog via 
8415,2,charlie baltimore look good  ; 
8416,2,charlie clip v yung ill review 
8417,2,"charlie crist (r, i, - fl) rumored demand recount. sayfie "
8418,2,"charlie crist losing , florida job raise minimum wage ;worth it; - conservative byte via "
8419,2,"charlie crist rick scott both scumbags, however interesting crist ha yet run one, one, positive political ad. "
8420,2,"charlie crist ha asked keep poll broward open pm, claiming long lines. medium report say turnout light broward. "
8421,2,"charlie crist win democratic primary florida governor's race, ap project via "
8422,2,"charlie crist, outlawed, hated, rediculed vilified shaking president's hand. a country! a democracy! "
8423,2,charlie daniel go on ;satanic evil; 
8424,2,charlie daniel couldve done better job! mnf 
8425,2,charlie furbush whydidigoogle 
8426,2,charlie jacob got confused the ice bucket challenge instead dumped bucket diamond his head. 
8427,2,"charlie kimball: ""i nowhere go"" indycar mavtv "
8428,2,charlie parr! mountain top music fest 
8429,2,"charlie rangel: republican 'believe slavery over' | truth revolt: bam, race card vote democrat "
8430,2,charlie sheen 
8431,2,charlie sheen never disappoints. 
8432,2,charlie sheen want return 'two a half men' | 
8433,2,charlie sheen's video message president obama 
8434,2,charlie i!:) love dog!!:) 
8435,2,charlie ron ha constantly put heat their entire career 
8436,2,charlie bit 
8437,1,charlie horse suck ouch 
8438,1,charlie an ol' hatin' fool! scandal 
8439,2,charlie so adorable. 
8440,2,charlie looking like he's one made . 
8441,1,charlie fukin around austin.. every week somebody getting kicked the team. 
8442,2,charlie xcx bae 
8443,1,chase really got hoe every state crazy @ name truth 
8444,1,"chase pussy, a sin. fall ya lap, a blessing. "
8445,0,"chasing hoes, better get cash nigga "
8446,1,cheated way get? hahaha bitch funny youre worried stop subtweeting me dumb 
8447,1,cheater cheater pumpkin eater where'd find no good white trash hoe. trashy sloots 
8448,1,"cheating isnt good woman hoes.. simply an alternate nut.. rt nigga cheat good woman everyday, b. "
8449,1,check hoe i check ;;;; 
8450,1,check slutty fat girl friend instagram pics.see she have five niggaz every pic thirsting fat girl pussy. 
8451,2,cheeky thought the rooster crows. 
8452,2,cheer charlie. 
8453,2,cheer young lady rt foreverrrr younnnnng *grabs flask chugs* 
8454,1,cheese bitch chupacabra looking fuxk 
8455,2,"cheez-its, honey bbq lays, oreo a monstrous glass % right now. i'm skinny-fat poster boy. "
8456,1,chicago hoe love pink lipstick ;; 
8457,1,chicago nigga tell bitch anything they tryna dat mfa..!!;;; 
8458,1,chick fil wasn't anti gay. wa the first ammendment. get then you have right bitch rights. 
8459,1,chick got man no edges. nigga got hoe no diploma . damn 
8460,1,chick mad me tweetin hoe like i'm talkin a specific someone lol sorry lady the shoe fit wear 
8461,0,chick love ugly hipster faggots. prolly cause look like dad wa never their life. 
8462,1,chief fan the one claim take wrong dogshit trash quarterback alex smith. 
8463,0,"chill rt i ever become president imma ban henny america..... a day, to see negro panic. ""gotcha bitch"" "
8464,1,chill bitch ain't love 
8465,1,chill the thirst bitch chick right next me! real hoe!! 
8466,1,"chill, i'm a coon rt sick you fake bougie coon lol "
8467,1,chillin the hood my retarded homegirl. feel home. 
8468,1,chillin wit bitch never hesitates tonight. 
8469,1,chillin my main hoe becky 
8470,1,choate choke twinkies&gt; the damn time bet. lol cardinals 
8471,1,chocolate cake so trash. 
8472,1,chop top the porsche that's headless horse ... extendo long an extension cord bitch ball like jordan i play full court 
8473,0,chris bosh bout disgrace trophy like real faggot smh 
8474,1,chris brown get bitch bruh lmao 
8475,2,chris paul trash lmfao 
8476,1,chris faggot 
8477,1,chris bosh made danny green bitch last night 
8478,1,chuck e cheese i wa kid. chuck a skinny bitch &amp; took away the ball pit. man wtf 
8479,2,ciara a ghetto name.. well kinda it;s ;ashanti; 
8480,1,cigarette break nd wtf mt eye glowing like charlie murphy the madd real world lol 
8481,1,citi field bitch 
8482,2,city highway skyscraper building light yellow blue 
8483,1,claim be bos you lil broke bitch ; 
8484,0,clan retards... 
8485,1,"classy rich family kid drug tryina all ghetto shit,while actual ghetto poor kid looking education get outta "
8486,1,cleanup bitch just got the phone em! 
8487,2,clearly i'm afraid bird 
8488,2,cleveland best team manziel honestly oc use offense had the redskin &amp; the brown is nice wit def hc 
8489,1,"close eye let world paint thousand pictures, one good girl worth thousand bitches... "
8490,1,"cloud stay stealing people phrase first take jens saying ""friend"" she take mine saying ""my nigg"" get own nig dam "
8491,1,clown nigguh 
8492,1,clowney a bitch nigga get as my team 
8493,2,cmon! need yellow wilson! 
8494,1,"cnt trust won't spare bitch ogd , "
8495,1,cock slappin bitch since  
8496,1,cocky bitch front teeth stick from suckin thumb &lt; 
8497,1,cocoa puff time bitch!!!! 
8498,1,code slience pussy! hm nigga free nigga ceddy. ridah. quan. dollah. dre n nigga franc lukis n nigga j mo 
8499,1,coke white bitches. 
8500,1,"col. sanders, part : ""...and son bitches; dragged out extended and watered down i;m goddamn mad!"" "
8501,1,comcast stop twat actually work thanks 
8502,1,come back hoe 
8503,1,come the brothas other moc culture difference like... bitch plz 
8504,1,come get catfish pussy 
8505,1,come lil bitch want sloppy toppy 
8506,2,"come home work bridesmaids, twinkie a bottle wine bestroommateever "
8507,1,"come tank, break dem hoe backs! "
8508,2,come man rt oreo need chill ;rt know these ? good nah? 
8509,0,come nd get chicken nigger love dat chicken popeyes 
8510,1,come her pussy go her come her and go her mouth 
8511,1,come thru keyshia queen thots bitch!! 
8512,1,comin a fat bitch 
8513,1,"commentator bitch bird ""sliding""  port guy it buddy it's buddy's fault!? "
8514,1,"completely topic, idgaf that pretty hoe tho "
8515,2,conan obrien need get life that $ million..monkey food maybe. 
8516,1,"confident one way, pussy another. strange "
8517,2,confusing circumstance seem get the way your high ho... for virgo 
8518,1,"congrats being cunt, doing make worse a  year old. ugly bitch "
8519,1,"congratulations, just like every stuck materialistic american bitch. ; "
8520,2,conoc; tus ojos negro ahora si que puedo vivir sin ellos 
8521,1,control yo hoes.. 
8522,1,controlled aux cord whole two half hour drive home didn't repeat a single song. bet boyfriend do bitch 
8523,1,cooking breakfast the nude wifey status? fuck no. have actually cooked &amp; aint to get grease burn my nips!;; 
8524,2,"cool, fun thing ponder: myriad space trash traveling thousand mile per hour right you ; "
8525,1,coon rt hoe love putting spaghetti salad the fucking plate....*smh* 
8526,2,coors light trash. yuck. don't even like beer. 
8527,1,corey trash 
8528,2,"correction: &gt;&gt;&gt;&gt;when sky yellow, death upon us. no. i'm scared "
8529,1,correction: better bring one classy bitch home momma ain't going be dealing random hoe the house ! ;;;; 
8530,1,cost $ rt ; ain't buying pussy got many follower that; u vegas. dont miss opportunity 
8531,1,coulda fckd yo bitch ; 
8532,1,care le any bitch ; 
8533,1,pull nigga ya wettest dream hoe; 
8534,1,counting money my bitch sleep. 
8535,2,country bumpkin word the day : yokel 
8536,1,"country music rap music talk the basic shit repetitively. cars/trucks, bitches/women, beer/drugs. gun lol "
8537,1,cousin looking bitch hope rt fuck this? 
8538,1,cowboy the best the nfc. time faggot got shit together 
8539,1,crack cocaine steal bitch you 
8540,1,craig fire shit hoe 
8541,1,crangrape &gt; good pussy 
8542,1,"crank a little hank, sit the hood drink, i'm to get redneck "
8543,2,craving brownie ;; 
8544,1,crazy ass! rt been acting mean ratchet ghetto crack up 
8545,1,crazy bitch - buckcherry ; 
8546,1,creeping death still stuck my head bitch 
8547,1,creeping my side bitch hope don't get caught cheating 
8548,0,crew neck nigguh 
8549,1,crop top some high waisted short way not look like underage cunt lmfao 
8550,1,cruise's recent comment make a bigger douchebag charlie sheen &amp; didn't even any 'tiger blood' 
8551,1,"cruisin round street my ', jockin bitches, slappin hoe "
8552,1,"cruising my go kart walmart selling cupcakes, go ahead admit faggot, shit tighter butt rape~ "
8553,1,"cry the g some american like &amp; 'might' call names, call being crybaby bitch; bama. "
8554,1,crystal got the hoes. 
8555,1,cuffin hoe man that's went bad at. you prolly gettin laughed cuz everybody smashed ; 
8556,1,"cuffing a no. ring finger? stay solo. be a relationship, you letting hoe go? "
8557,1,"cuh, is scrum; fallsevens distonga niniwubbsme we're finna smash bitches;; rugby "
8558,1,"cunts, cunt everywhere. "
8559,1,curly girl where at you bitch need get it 
8560,1,current emotion-broke bitch 
8561,2,currently hit the jig. word. 
8562,1,"currently listening ""the imperial march"" traditionally played preparing slash bitches. "
8563,1,currently sitting wishing bitch would.; 
8564,1,"currently, ;sup twat licker; "
8565,0,curse avi coke he's fag hasn't put on yet 
8566,1,cu gt hoe 
8567,0,cussed by fat redneck the last day yolo ;; 
8568,1,customer service? ; really need bitch get fxck business. open my new account leave alone .; 
8569,1,"customer tryna act like don't understand they're saying, bitch, don't understand i'm saying. "
8570,1,cut des bitch like hibachi ;; 
8571,1,cut bitch !! 
8572,1,"cut nigga they aint yo friend , cut bitch they pretend "
8573,1,"cut hoe right i really need , ion really know girl i believe u "
8574,1,cute japanese teen get tiight pussy fucked sucking;cock 
8575,0,cute niggah. 
8576,1,cute buff guy walked he opened mouth and he wa flipping retard ;; 
8577,2,cute dumb female trash. 
8578,1,cute teen get pussy flooded with;cum 
8579,1,cutler le skill qb a retarded quadriplegic 
8580,2,cuz it's trash i'm bashing at saying need go back jail 
8581,1,cuz  im killin hoe 
8582,1,cuz pussy's pussy man get when need 
8583,1,cuz dont wanna b saved rt is saving hoe bad? 
8584,1,cuz u hoe 
8585,1,"cuz a hoe rt fair exchange ; yall sex a dude he buy a bag pay rent, whats that?; "
8586,1,dcc bitch knocked on grass 
8587,2,derek jeter clap clap clapclapclap yankees 
8588,0,diversity: chcgo blck pstr flooded w/ dth threat ovr endorsement gop candidate: ;u sellout uncle tom n*gger; 
8589,1,dmv nigguh dress funny hell 
8590,1,it it! still e fag do it(: ; i'll pas heidi. ;) 
8591,2,drugs&gt; why giants losing. ask barrybonds the hedge bet fund&gt; worldseriesgame faggots 
8592,1,da bitch mouf wa smellin like da porta potty da mustang field ;;; 
8593,1,da fuq ho 
8594,1,da house next door me sold honky 
8595,1,daaamn lmao right back them old way rt look this hoe nigga covering wiz face hoe 
8596,1,dab r u nigguh 
8597,2,dad bought a brownie shake lovehim 
8598,2,"dad brought home watermelon eegee, i like so going the trash ; "
8599,2,dad called a border hopper 
8600,0,"dad yelled ""in bout fry chicken like nigger"" "
8601,1,"dad: eye red? son: smoked weed, dad. dad: lie me, were cry you are a faggot. "
8602,1,daddy cracker a bad bitches... 
8603,2,dafuq floppy bird ? 
8604,1,daiya nagore get pussy fucked suck cock for;pleasure. 
8605,2,dallas hoe rt 
8606,1,dam just gotta hope niggah dont snitch 
8607,1,dam niggah trippin ecstasy 
8608,1,"damn kinda trash man rt many you actually had threesome. honestly"""" "
8609,0,damn &amp; nigger music waking the whole school the morning .. ;;; 
8610,2,damn charlie wilson still around? 
8611,1,damn hate bitch like argue shit 
8612,1,damn hate bitch like argue shit 
8613,2,damn think redskin lost 
8614,1,"damn use be big fan ronda, so far been big cunt tuf "
8615,1,damn i'm da mood eat sum pussy got fresh a platter me # teamfluffnevabluff 
8616,2,damn joe buck making sound like greinke wa trash he played the royals. chill joe. 
8617,1,damn kaepernick trash man 
8618,1,"damn karlie redd, all hoe done seen man junk "
8619,1,"damn bird nearly gave a heart attack...! all said wa ""oh."" bitch oh..?? "
8620,1,damn bitch gotta bootay 
8621,1,damn bitch thnx 
8622,1,damn bitch nosey please touch phone please 
8623,1,damn bro im hungry a hoe rt ain't got shit eat the crib fuckkkk 
8624,1,damn change change niccas 
8625,1,damn girl i'll your porch monkey 
8626,0,damn hoe.. so ugly even hello kitty said goodbye. 
8627,2,damn internal alarm clock. woke at :am feeling chunky my cheerio splurge. guilt led to treadmill. gym nosleep 
8628,2,damn be cold fo colored man 
8629,1,"damn lol ; take picture, last longer staring like weird bitch.; "
8630,1,damn redneck outside shooting gun keep waking kid up. sleep u tonight. thanks a! work am going be great... 
8631,1,damn oreo would so fucking clutch right now!!! 
8632,1,damn bitch dumb 
8633,1,damn bad thing having side hoe can't get mad they hit you up day ;;; 
8634,1,damn act like bron tore acl! toughen bitch! lol 
8635,1,damn bitch crazy 
8636,1,damn bitch nasty lol 
8637,2,damn shiner rock bud light platinum that ciroc 
8638,1,damn knew whole time i wa angry negro dude? 
8639,1,damn a hoe 
8640,1,"damn, bird stay shitting my car.. "
8641,1,damn.. lol *censored* rt redskin bitch!!!! let fucking go fuck eagle bout burn bitch down!! httr 
8642,1,damn...payback a bitch 
8643,0,dani alves pulled that hairstyle. neymar look like faggot 
8644,2,"daniel, there's cow tipping hoe in jackson... city living lol "
8645,1,"danny brown better put more music he ods, dude out fuckin bird "
8646,1,danny chris i not allowed in public together cunts 
8647,1,dark skinned girl blonde hair need stop it. only bitch can rock is dijonay the proud family. 
8648,2,darky dgaf! rt gotta chill wit yellow thofjulyfly outfit man rt 
8649,1,dat bitch thot 
8650,1,dat bitch gotta lay her back pee 
8651,1,dat bitch noo cheeks! 
8652,1,dat bitch mouth made da honor roll 
8653,1,dat bitch wild shit lls 
8654,2,dat da bad thing bout colored. day bring in fight don't vite to da victory partay 
8655,1,dat hoe smelt like wa her period ;;; 
8656,1,dat nicca jordan cleats! 
8657,1,dat nicca paper fuwop n da booth 
8658,1,date thug you know won't pussy when come defending you. felonsplease 
8659,1,dating would like darnell dating fatal attraction bitch brandy lol 
8660,1,dat i argue wit dese bitch lol 
8661,1,"dave chappelle turned a beast! wish someone would tell ""i'm rick james bitch"" he whoop ass! "
8662,1,david bitch made heismybitch 
8663,1,david my bitch 
8664,1,dawg hoe 
8665,1,dawg oriental flavored noodle go fuckin hard b rt lmfaoo! fuckin coon. smh 
8666,2,dawg!! rt man about be another trash thursday night game 
8667,1,"dawg, the fuck happened ""so so"" did go? worried bout bitch fashion go missing action.. "
8668,1,"day juan the jim, im total bitch mode hopefully week. ty "
8669,1,"dayum u gyp, u gone mf thinking im wiping face w/pissy diaper n shyt grrrrrr "
8670,1,"de niro's wife casino the second biggest cunt all time, first still george's mother blow "
8671,1,"dead af, stupid bitch still talking shit ; "
8672,1,deandre jordan banged dat bitch 
8673,2,"dear god, forgive u moral slope values. shacking just a pretty word perpetual fornication. let's... "
8674,0,"dear utah polynesians: again, stop acting black speaking ghetto. speak fob, ain't ghetto niggaz. "
8675,1,"dear von miller, karma bitch. "
8676,1,"dear grumpy bitch gibsons, one want hear your personal life. "
8677,1,dear inconsiderate ghetto fuck the train across me: ya know phone ha option than speaker phone right?!? 
8678,1,"dear ugly hoes: stop playing hard get, already hard want. "
8679,1,dear whores: tell i can't dance the dancing do open leg shake as like video ho shitty rap. 
8680,2,debating feminism a gay professor uninformed girl low iq redneck not idea a fun wednesday night 
8681,2,"decent trade the yankees, proven veteran ichiro some prospect "
8682,1,dedication  hoe 
8683,1,"dee gordon getting ""he fuck bitch"" status all sb "
8684,0,"deedee, patrick, ed, sheen, timmy's dad, beavis &amp; butthead, peter griffin. is a list some mentally retarded cartoon characters. "
8685,1,deez fat hoe kill me. ain't seen much crack since locked meech up.lmfao 
8686,1,deez hoe actin up.. 
8687,1,deez nigga pussy fuck em deez nigga so bus em 
8688,2,defiantly going see new planet the ape tonight 
8689,2,define wigga 
8690,1,deion's bitch 
8691,1,dekalb police some hoes... 
8692,0,delete you bitch nigga rt the redskin beat u will delete fucking ig 
8693,1,delete this! lmao rt bruno mar el debarge cop blow the nicca....but mind tho 
8694,2,delusional teabagger think can stop gay marriage wisconsin lgbt teaparty gaymarriage ssm 
8695,1,dem hoe peeping my dougie ; 
8696,1,"dem hoe ; ; nigga here fucking retired widow ; new race, fuck black woman #;; "
8697,1,dem niccas run play quick 
8698,1,denzel his mf thang his new movie boy swear oml played shit outta bitch me the movie ready be killer ;;;;; 
8699,1,denzie boutta takin erry body bitch now! 
8700,1,de hoe silly goose's 
8701,1,de popcorn hoe in da way the time mannn :\ 
8702,1,dese bitch actin like loyal give dat hoe oscar ;;; 
8703,1,dese niggaz dat guala shit....... 
8704,2,designer belt a trash fit still trash.. 
8705,2,"despite zebra red rocket special, portland beat jersey shore floppers. "
8706,1,"destiny's child song ""say name"" the insecure bitch anthem. "
8707,1,"detroit lions, bitch "
8708,1,detroit nicca i'm good the a!! 
8709,0,devin hester's bitch 
8710,1,dey gave da wrong nicca money 
8711,1,dey put u lockdown cu dey searchin bitch car fa dat dope 
8712,2,dey want rename main street mlk blvd. told dem dat even scare da colored folk away 
8713,1,dez caked with bitch something cause not playing like dez bryant 
8714,1,dhugga dhugga baby h u g e r kiss nigga bitch perfect cpr ; 
8715,2,diabetes galore ;;;;; rt colorado health official recommend pot brownie ban 
8716,1,dick game make faithful bitch start cheat 
8717,1,dick little ugly hoe tryna find me. 
8718,1,i see white bitch getting licked her leg a dog? nasty fuck! 
8719,1,"miguel ""hulkamania leg drop"" bitch the top rope??? "
8720,2,"everyone else's parent use refer the power puff girl ""powder puff girls"", were mine exceptionally retarded? "
8721,1,he say tastiest cut cunts?? 
8722,1,he say wayne chung bitch ? 
8723,1,la mulatta refer herself a darkie? 
8724,1,one the biggest hoe around really retweet that?; 
8725,2,the italian bird call janet calzone? uncletweet 
8726,1,this bitch really ask do have badge be this building going my floor. white people don't change all. 
8727,1,become best friend these hoe the boat? well probably but we don't love em tho 
8728,1,you hear bundy redneck? someone show how nigga play. 
8729,1,you punk bitch take salmon cream cheese? 
8730,2,"get hit slope today, snowboarding lesson first thing the morning! excited "
8731,1,know alberta brampton bitch flourish 
8732,1,die twice bitch ; thank you. ; ; the filthiest hoe all time #;; 
8733,1,diet for alcoholics.......a bitch tipsy quick eating veggie shit 
8734,1,"difference ""niggers"" ""niggas"". tupac og ; "
8735,2,ding ding ding ;; ; sagittarius - trash.; 
8736,1,dino rare form rt mind business hoe rt annually rt smh webb hurt 
8737,1,dirty hoe 
