index,class,tweet
7955,1,bbl gonna go sob gay bird babies. 
7956,1,bc got many bitch ;;; 
7957,1,a dog these bitch bt a king ya queen ' 
7958,1,"girl a mind, a bitch an attitude a lady class. "
7959,2,"fearful the wrath god a country many mock christianity, embrace perversion, abortion, bow pc/multiculturalism. "
7960,1,mean rude my little sister and i'll kick ass. applies all you little snooty bitches. k thanks. 
7961,1,my backbone every nicca need spine 
7962,1,trippin call hoe bitch know i talk like dat! -- voice 
7963,2,bean were yellow friday night brown now-a green leaf curled-frost not freeze-bean size reduced - top end shrink 
7964,1,"bear game today bitches! to mention, lean bud the train ride lol :) goodday "
7965,1,beat pussy like nemesis 
7966,1,beat pussy so well shit still hurting a week ago 
7967,1,beat ya bitch pussy every time see like bully .. send outta town wit 4 cooky 
7968,2,beautiful fairy elegant dress 
7969,1,to accept called bitch every time i asserted myself. yesallwomen 
7970,1,"i'd rather wear hair long have piercings, i'm faggot will never go anywhere life. "
7971,1,a nigguh don't mean pussy bomb 
7972,1,"at local insurance agency, customer always bitch. itakeshitfromnoone ; "
7973,1,idk your still tryna get her or not?... ; bitch might 
7974,2,"if nobody wa judging birds, account even cause ripple d ocean "
7975,1,of message sends lgbtq resident the state. a west virginia a paradise queer people. today major. 
7976,1,beefin ovum bitch trade ya clip pom pom 
7977,2,huntin hard finally nailed her. best wedding koozie i've ever seen. redneck 
7978,1,trill nicca since a lil nicca 
7979,1,"since just me solo the crib, feeling kinda lonely like a hoe "
7980,1,hooping day tired bitch 
7981,1,schooling bitch since 92'; 
7982,1,"sleeping toooooo much, fuck ima enjoy before start working 2 job like hoe haha "
7983,1,"told a lot people i'm cool a hoe, that don't understand someone like "
7984,1,beer ball for pussy 
7985,1,let pussy cut hair i just let grow 
7986,1,the madness my single bitches. ; 
7987,1,"behind every independent woman, a pack hating hoe "
7988,1,"girl sucks. have deal period making u a bitch, shaving leg a daily basis, worrying what eat. "
7989,1,a hoe ain't cute ijs 
7990,1,a hoe cute 2014 
7991,1,a sober soul wasnt interesting.. bitch im living 5spmg ggl 
7992,2,"coon ; at??? y'all amazing.""; "
7993,1,single not texting bitch late night almost wacker coming home the club drunk fuckin girlfriend 
7994,1,believe the heart the card bitch. 
7995,1,believe or hoe get boring awhile 
7996,1,ben gett ya pussy.. ben get ya head! 
7997,2,bengal kicker trash. 
7998,1,benzino a bitch point blank period 
7999,1,"besides sisters, is one two bitch will always catch with. "
8000,2,best behaved kid ever mommy's commercial audition. oreo mcflurries everybody! proudmom; 
8001,2,best luck tino 'the bambino' martinez miami (your legacy saved lol) marlins yankees redsox mlb 
8002,2,best rider? go a blaxican. 
8003,2,bet charlie strong ha contacted ridley 
8004,2,"bet want cookie, bergbrain? mean like want cracker? kinda bitter today aren'tcha? stribpol mngop mnleg "
8005,1,bet ain't gone @ em tho..;; rt na oomf tweeted ?;;;;;; &amp; know ha pussy wack 
8006,1,betta ask round street bitch bout jay 
8007,1,better keep ya shit n line nicca ... 
8008,1,better nip shit the bud early. 
8009,1,better play part bitch be smart bitch cuz might a change heart 
8010,1,the constant tweegrams the bad bitch playing out attention the stupid caption pic instagram lost me. 
8011,0,this trend the vine acting like woman like nigga wait be faggot 
8012,1,beyonc; of hipster bitch wit hip day 
8013,1,big g-day s/o freeboosie nicca lol!!!!! 
8014,2,big red fat squaw ...lol hubby so funny!! insidejoke 
8015,2,"big squawk: q: will dfl dump ryan ""uncle tom"" winkler? } going happen berg bleat on. mngop proud stribpol mnleg "
8016,2,"big bird hold press conf claim ""he doe care the letter f"" "
8017,1,big bitch like ; im thick; yea bitch atound midsection 
8018,1,big black bitch here arguing 
8019,1,"big boob = = big boob big boob big as = ugly face big boob , big as , pretty face = hoe. "
8020,1,big bro moose trying slide these hoe dm's 
8021,1,big greenmile tweetin nicca 
8022,1,big hair bitch &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; 
8023,1,big moe rn like hoe haha yuhhhh 
8024,2,big night ; hoosiers iubb big10 pacers nba indiana hoosierstate paulgeorge codyzeller 
8025,1,big ol pussy harrington blocked again 
8026,1,big thick pretty bitch 
8027,1,biggest booth ever seen lastnight bitch a leopard print jumper look like over weight leopard 
8028,1,biggie wa always be flyest cunt rap. biggie 
8029,2,bigot demand recount idaho gay right ordinance referendum tcot teaparty teabaggers lgbt 
8030,1,"bij vraag wat d naam van de engels de doods,dacht eerst robert.ik:israel..uhm iets met gargamel,hoe heet die kat ook al weer..oja azrael "
8031,1,biker gang looking bitch titty tats. foh son anarchy. 
8032,1,bill cosby stealing pussy 
8033,1,bill romanowski still cunt. saw one coming. 
8034,0,bill smith dd mtv odb lgbtq mma nfl aflcio bitch pick one. fucking hate you. know proud shit. 
8035,1,birthday today bitch i gotta work :/ 
8036,1,bitch want number back yo pussy mustard... oh yeah fuck dat bitch trust me! dro 
8037,1,bitch i'm about eat ya pussy day long.. got life. 
8038,1,"bitch i'm man that's right said it, bitch i'm man you forget it. ; "
8039,1,bitch ain't u lawyer u thank ery body stfu kill dat bitch 
8040,1,bitch who fuck r u speak fuck feel like stop pussy nigga and box the fuck 
8041,0,"bitch nigga, hating black women... uncle tom bitch punk. "
8042,1,"bitch people the first call someone for a ""bitch"" "
8043,1,bitch bitch bitch 
8044,1,"bitch talk yo shit then, say on paper a bitch trinna get ;;; a straight fag bitch foe dat. scary hoe. "
8045,1,bitch duck whore slut cunt ha biden gucci. tho whatever. nigea 
8046,0,"bitch fuck yo nigga, what's with pussy!!?! "
8047,1,bitch fuk wat hater gotta say .......brickk ent ya bitch 
8048,1,bitch a redbook account all selfies the add like bitch trick wanna see yo face 
8049,1,bitch wouldn't eat yah pussy wit another nigga tongue 
8050,1,bitch sucked dick tried give sugar bitch get 
8051,1,bitch killa gone dacing that bitch cdfu 
8052,1,bitch nicca talmbout mf 3peat....df y'all ain't da lakers 
8053,1,bitch shutcho got damn mouf hoe rt mallett ain't gon help yo funky texan 
8054,1,"bitch frooooontin, bitch frooooontin. lol "
8055,0,bitch the ugliest cunt ever. 
8056,1,"bitch, may million dollar body, you got a dollar menu face a four-piece nugget pussy, you ain't worth shit. "
8057,1,"bitch ah a baby &amp; like ""don't claim child"" bitch good &amp; goddamn well ain't nobody claiming creature ;; "
8058,1,bitch ain't shit hoe trick 
8059,1,bitch always like got hoes.. be like duhh i'm tryna make one em ;; nb 
8060,1,bitch always think somebody want or little coochie lol chilling dont exist nomore ? iont want yall hoe 
8061,1,"bitch 17 the 9th grade talking bae ?"" bitch , where ya credit at? "
8062,1,bitch happy burger king pollo tropical lunch break work act like dinner new niggaz gotta upscale. 
8063,0,bitch having nigga want be another nigga wcw bitch don't work like 
8064,1,bitch in feeling much like live bitch 
8065,1,"bitch like ""keep calm i'm single""........... first all bitch, nobody wa hype "
8066,1,"bitch like ""new avi &gt;&gt;"" i'm like bitch, new avi ugly, old avi wa ugly, bitch ugly. "
8067,1,bitch like want something real ... like i want bitch real hair can't always get we want can we lol 
8068,1,bitch like im nt beefing a niggah smh 
8069,1,bitch like nigga ain't shit ... naw bitch maybe just ain't shit 
8070,1,bitch mad mane nigga gettin snatched by these whore yah pussy prolli wack ctfu 
8071,1,"bitch screaming fuck nigga, get mad another bitch fuck nigga; "
8072,1,bitch sounding damnear retarded tbh video ;;; nb 
8073,1,"bitch tambout ""my party""..... bitch, everybody party.... "
8074,1,bitch trying squash beef wen find they pregnant! hoe dont give fuck! 
8075,1,"bitch watching from bitch pages; thats right bitch , team work ;;; "
8076,1,"bitch wearing extensions, fake eye lash make talkin bout bad bitches. bitch are bad a created player "
8077,1,bitch bitch bitch 
8078,1,bitch can't fuck my bitch deadly 
8079,1,bitch cheat they bitch... be soooooo hurt they bitch cheat back. 
8080,1,"bitch complain they baby daddy being shit, bitch knew wasn't shit didn't keep baby chose to ;; "
8081,1,bitch corny that saving number shit hate hoe 
8082,1,bitch even go to fun anymore just go to tweet the function to take pic wit bitch 
8083,1,bitch dont wann fxck no bitch wanna fxck my bitch 
8084,1,bitch get twitter turn saint like not hoe shit kill nigga 
8085,1,"bitch know bitches, bitch. "
8086,1,bitch love beefing a nigga that's always other bitch faces. 
8087,1,bitch make happy. rt material object make bitch happy iphone6 
8088,1,bitch me bout da lil flexin shit snapchat ;;;;;; bitch please 
8089,1,bitch rather petty his hoe instead posting bail that ah really fck em up.....psa 
8090,1,bitch stupid!!! yal can't know i'm bouta start popping bitch 
8091,1,"bitch swear and they pussy best, ain't. "
8092,1,bitch talmbout limber got bitch limbo 
8093,1,bitch think they're slick no matter hard try hide we still tell they're hoe not 
8094,1,bitch be bitch 
8095,1,bitch be bitches. 
8096,1,bitch kid retarded 
8097,1,bitch trash pussy always want unprotected sex 
8098,1,"bitches, bitches, bitches. "
8099,1,"bite bitch , chew a 19 footer "
8100,1,bitzy probably popped percocet these drink mellie. she seems like kind of trill ol' bitch. scandalabc 
8101,2,"bjergsen made full rune page. don't me full red quint mean reds, blues, yellows, quints. 47% "
8102,1,blac chyna's should've threw off first all. wop sided those cheek piercing trashy hell. 
8103,1,"black dynamite! ;;;;;; ""all hoe gone?! dick harder slavery!"" *wall-slides* "
8104,1,black bitch boisterous belligerent buffaloes! alliterationtuesday; damnismartallofasudden 
8105,0,black bitch be kickin in school. bitch still comin wit durags still they head nd shit. 
8106,0,black cop want kill white citizens. spic cop want kill anglo citizens. zigeuner cop all rapists. 
8107,2,"black guy class: *attempts throw paper ball the trash* *misses* mrs. mundy: ""you're disgrace your race, marcus"" ;;; "
8108,0,black people like disgust laughing someone died dumb monkey nigga like need be locked just stupidity 
8109,1,black twitter need get paul george dick him impregnating stripper. wiz did. tyga did. kanye turned hoe a housewife 
8110,1,blah blah idgaf bout crazy bitch 
8111,1,blah blah blah blah.. it sound these bitch talk ;; 
8112,1,blah. all honesty.... just need pussy. that's 
8113,1,blatt trash ... twitter said wa good 
8114,1,"blocked fuzzy butt; . ignore low life creature...."" "
8115,1,"blonde bitch wit blue eyes, like butter she spread "
8116,1,blood nigga dion retarded 
8117,1,blow the pussy like hussein. bitch look me crazy like who's sane? 
8118,1,blow mind some guy these model type girl cheat them some ghetto hoe. 
8119,1,"blunt the head, fuck feds, eat pussy till tongue red "
8120,1,boat n hoe boat n hoe gotta me boat n hoes!!!!!!! 
8121,1,bobby bitch 
8122,1,bobby bitch dropping five minute though .... let sink ;; 
8123,1,bobby bitch&gt;hot nigga 
8124,1,bobby bitch? dickhead ; top 3 bobby shmurda songs: 1. hot nigga 2. 3.; 
8125,1,bobby stole black gabby. pedro: she kept the ghetto. lifemade 
8126,1,"bomb house, fuck bitch. hail al qaeda "
8127,1,bond the hoe the money bourne kicked no gadget hawk always let bitch die 
8128,1,boney bitch farting mini basketball ; 
8129,1,boosie ran hoe 
8130,1,boozer trash 
8131,1,bored a hoe the auditorium ;; hmu! 
8132,1,bored a hoe! listening these fuck adult lecturing u 
8133,1,bos bitch remix ;;; 
8134,1,bossd on old hoe 
8135,2,boston's jihadi nest student arm the muslim brotherhood ; joe america via 
8136,1,but wa old lol rt u havin bitch deck the sex it's new joint every time? 
8137,1,of bitch drive range rover 
8138,1,of hoe loser need hit gym 
8139,1,trash i guess got tired chalmers trash starting rt chalmers lose job norris cole? lmfaoooo 
8140,1,y'all pussy son beat 
8141,1,bought bitch mozzarella sticks. bitch love mozzarella stick 
8142,1,bought bitch breakfast now getting kissed my cheek non stop...lol. check is literally 5 min tho 
8143,2,"bought lp manchester other week, no idea wa coloured vinyl. man a steal!!!!! vinylgasm re-machined "
8144,1,bout tht time the hoe gettin dicked 
8145,1,bout bust bitch wide open. a waste money! 
8146,1,bout dub dis bitch 
8147,1,bout get breast reduction bitch in way; 
8148,2,bout make brownie a few. 
8149,1,bout put some hoe backpage .. try pimp hand out! ;;; 
8150,1,bout smoke 3.5 n dis bitch .. pollution 
8151,1,bout unfollow the bitch follow currently follow new bitches. need change my life i feel like that's good start 
8152,1,bouta rasengan these stupid bitch 
8153,1,"bow bitches, bow bitch "
8154,1,bowling green's campus look old fuck. like state penitentiary old. they have lot bitch i guess count a lot 
8155,1,"boy yo bitch lame , dont nobody know but "
8156,0,boy yung thug a fag 
8157,1,boy bitch still ain't got proper amount sleep ;;;; 
8158,1,boy damn jitt got as bitch slapped da court yard comin 6th period ;;; wa yelln n shit 
8159,1,boy downlow niccas be ashamed 
8160,1,boy gotta turn nikki song way on volume kuz trash ... that the as fat lawd;;;;;; 
8161,1,boy! ;;; rt hoe setting up failure shit so funny!! i'm sleep tho ;;;; 
8162,1,boyfriend brother drop and pick bitch their fast food job long their promised free meal. 
8163,1,boy dont wanna seem like bitch thats they dont express feeling like u female 
8164,1,"boy want bad bitch , dummies. men want strong woman respect and support grind handling hers. "
8165,1,boyyyyy i a bitch pussy taste lil mama's spaghetti.... would b 1 happy bitch!!!; 
8166,1,brackin da bity boolin wit sum bitch straight bleedin 
8167,1,brad pitt older charlie sheen. the fuckkkkkkkkkkkkk. 
8168,0,"brady heard yall say wa washed, he washing league you hoe niggas. "
8169,1,"brag bout hoes, prolly get 0 no pussy. "
8170,1,brag the hoe hittin when ask a pic show some sorry female.. all you can is laugh.. 
8171,2,brandon jennings trash 
8172,1,break shit fuck law....grrrr...fuck shit...punch bitch! 
8173,2,breakfast fried chicken jerk chicken tater tot white rice nd press yellow rice nd bean mac nd cheese 
8174,2,breakfast champion shrimp lobster ball (no sandusky) french fry nd nice big quahog (clam for; 
8175,1,breaking news: ur little bitch 
8176,1,breaking yo bitch like kitkat nigga 
8177,1,"breakup anthem ;;;""we threw shidd lemme fall back pick my side hoe cuz stayed contact"" ; "
8178,1,breezy gotta sleep hoe 
8179,1,"briahna told the best advice ever gave wa it ""aint nothing cut dat bitch off"" lmao. "
8180,1,"brie said ""we together since we born."" guy twins.. duh bitch. omg wrote script?! bellatwins "
8181,2,brilliant job limp back the pit without causing yellow. wish didn't need to though. plm 
8182,1,bring niggah icecream 
8183,1,bring another bitch a real nigga. 
8184,1,"britt attitude for reason , bitch mad breakfast ;; "
8185,1,bro i'm bored a hoe rt 
8186,0,"bro everybody ho then, fuck it, favorite color mango red are a ho, charge phone the way 100% = ho, smh "
8187,1,bro in fuck y'all bitch thinking ... is ok 
8188,1,"bro's hoes, bro's your girlfriend "
8189,1,"bro's hoes, bro's your girlfriend... "
8190,1,broke bitch like oh got monn-neyyy 
8191,1,broke bitch make sick 
8192,1,broke bitch my tl... 
8193,1,broke bitch talk shit the one i stunt ; 
8194,1,"broke bitch talk shit, them bitch stunt ; "
8195,1,broke hoe always wanna argue u ain't ate day u get energy ;; 
8196,1,broke pussy boy deion's record. 
8197,1,broner would still knock half u niccas 
8198,1,brooo chinese sound goooood a hoe rn my momma making carne con chile i guess i'm gucci that ;; 
8199,1,"brooooooo wingstop went sooooo clutch, straight ran that hoe!! "
8200,2,brown a color my eye colored 
8201,2,brownie brownie brownie 
8202,2,brown redskin be considered nfl team 
8203,1,brrr hoe dichter bij het sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de prozwartepieten hoek. engvolk 
8204,1,bruh i'm ready get four wheeler bitch fast asf 
8205,1,bruh rt def wanted call l rock nigger that last rt lmaoooooooooooooooooooooooooooo 
8206,1,bruh bitch wearing heel club outfit school shit ;;; 
8207,1,bruh leave to coin coon 
8208,1,bruh niggah always fall asleep ! ;; 
8209,1,bruh went hard that bitch deserves pimp the year 
8210,1,bruh. sasuke sakuras daughter gonna a bad uchiha bitch 
8211,1,bruh. pt. 2 jaxon1114 killed hoe last night we wa sleep. 
8212,2,bruh... soo trash.... 
8213,1,bruhhhh hoe law to fuck the fun ;; 
8214,1,bruised ankle a bitch 
8215,1,"brutus looking girl getting the elevator i'm walking a different one... bitch u can't come in, u can't u can't come in. "
8216,1,bryant must think he's cute going w stupid friend leaving here watch he get back ;;;;;; lil bitch 
8217,1,bsd bitch make clap 
8218,1,bt bitch &amp;&amp; niggahs always there hand 
8219,1,"bt dubz, ur best pal bitch u me quite often... stoplivingafuckinglie hatredisincreasing "
8220,1,buddy fruit ; brandon said a dirty coon; 
8221,1,buddy drug whole train lmao good ... extra hoe 
8222,1,buddy slapped rent stress on messy bitch. i done told u hoe bout new york nigga &amp; temper? trainvideo 
8223,1,build bear &lt;&lt;&lt;&lt; build bitch 
8224,1,"bull color schemes? dull, stupid bitch. duke wear bold pastel colors. bull make sense. "
8225,1,bullet stick a nigguh damn liver 
8226,0,bullet a nigguh tru jean 
8227,1,bullying law for pussies. 
8228,1,bum hoe 
8229,1,bum bitch even type 
8230,1,bumoose ducking insult like scared white pussy 
8231,0,bumped a bitch filed sexual harassment work a co-worker...i aint so shook my life 
8232,1,bumpin nigga nigga rick ross b.m.f hoe going harrrrd highh outside enjoying weather 
8233,1,bunch hurt nigga &amp; bitch my ig timeline tonight.. muhfuckas lame hell b 
8234,0,burn bitch 
8235,2,burnating yankee their thatch roof cottages!!!!!! astros 
8236,2,burrito trash 
8237,1,bussin bitch my gwale' gwalas 
8238,1,bussy rt that avi pussy poppin a handstand?? 
8239,1,"bust nicca head,smack ho,shoot club up! ; ;;;;; "
8240,1,"bust nicca head,smack hoe shoot club up! ;rt what doing?? "
8241,1,bust dat bitch face don't want sons! -- 
8242,1,busted lip playing ball now can't enjoy pussy this delicious mango 
8243,1,carl a bitch ; 
8244,2,i callin da race card. ain't colored podcasts dare 
8245,1,i can't buy tomorrow. that's i go hard hoe. 
8246,1,can't get to smoke unless i bitch it. struggle having girl doesn't... actuality a great thing. 
8247,1,i the hoe ; 
8248,1,i'm calling bitch yeah ok you called i return call especially it ain't girl; 
8249,0,atleast let know...ur faggot u keep type twitter secret 
8250,1,"bitch gon shave wax pussy i bless it, foh. "
8251,1,"bitch crazy, i'd in jail sure "
8252,1,bitch mad a mf they know i'm &amp; i getting ; 
8253,1,"if knew , bitch do better ; "
8254,1,no one call a pussy his injury 
8255,1,not prettier amber's. rt pussy pretty 
8256,2,rich a light skin coon. it's expected. 
8257,1,she bad bad bitch make late it. 
8258,1,she shade shit a bitch rt yourwifecantread 
8259,1,she a hoe.? ; idk that 
8260,1,staying gon a bitch. 
8261,1,they talk twitter bc pussy real life 
8262,1,this emotional shit absolutely the birds..... 
8263,1,who me ;to talk ; the next bitch flexing ; when;; done it ;;; 
8264,1,why this bitch follow me...don't even like u 
8265,1,why doe school always prom friday 13th like isn't freddy v jason shit even tho bitch gonna look ; 
8266,1,yall nigga wanna call woman hoe they leave for nigga appreciates her. fuck lil niggas. 
8267,1,you bird nigga here getting feather ruffled shook. ain't such thing a half way crook. 
8268,1,you can't tell broke bitch nothin ;;; ;;; 
8269,1,"love me, you don't wanna with nobody else, blah blah.. bullshit fa birds.. "
8270,1,"you.. nvm don't see men disrespect woman calling offensive name like ""bitch"", ""hoe"", ""slut"", ""female"". smh "
8271,1,"butler unchained review short version, whitey suck a potentially positive film simply anti-white agitprop. "
8272,1,butter get the hoe 
8273,1,bye bitch. 
8274,2,"bye, bye charlie strong. "
8275,1,bytch wa infant... ; the hell bitch 18 talking bout much remember bout pac he died!?!; 
8276,2,cair publishes hit list jihadis via a red blooded american you may on list.. 
8277,1,cebros corporate hoe 
8278,1,cleary diz princess iz bad bitch. 
8279,1,cnt nobody mad who choose i can't be mad no bitch the nigga hay 
8280,1,"come tnd!!!! atrocity start 7, followed lost cause, auramea, night verses, norma jean! let's fill bitch. "
8281,1,caleb need stop a little bitch. 
8282,1,caleb's dick hanna's bitch hate both ;;;; 
8283,2,california ha gang california trash. 
8284,0,california home skater trash. 
8285,1,"call hoe hoe, rat a rat "
8286,1,call negro 
8287,1,call dat bitch... 
8288,1,"call a dumb bitch ion even know wtf ""ebola"" ;; "
8289,1,call a fag i love people turn head look of car i drive cause head slumpin. bitch love 
8290,1,call ghetto you want i'm walking and class my bonnet my hair. 
8291,1,call duty this bitch 
8292,1,"call grow up. you live long. sorry parent such poor skill got you . old bitch"" "
8293,1,called eddie hoe.... mistake doe. lol 
8294,1,calling am early night heartache a bitch broken 
8295,2,"calling teabaggers, conservative their bs: via "
8296,1,calling nasty hoe out! mrs. well too real;;; 
8297,1,cam newton such little girl like grow and quit actin like bitch 
8298,1,cam newton such pussy need grow and learn isn't hotshot more 
8299,1,came home found cat sleeping my pillow ;c love niggah. 
8300,1,camo day! catch at school huntin' basic bitch 
8301,0,faggots honeybooboo imagine internet world wa created trap and feed to allah like gazelles? stephenking 
8302,2,charlie crist pull one on rick scott? well did pull one on floridaprimary dems tonite. tpot election2014 
8303,1,dick sherman get caught blow a tranny hooker time soon please? preferably pete carroll 
8304,1,i bring another bitch we a threesome nahhh 
8305,1,i bring another bitch nah 
8306,1,i bring another bitch nah? 
8307,2,i double stuff oreo? 
8308,1,i get good neck dis hoe? 
8309,1,i a bad bitch without flaws? come meet without drawers? 
8310,1,i a bad bitch without flawwssss 
8311,1,i pay to stop a lil bitch? gah damn shut fuck up! 
8312,1,i sit your face ; sit a hot stove bitch 
8313,1,i bring another bitch nah 
8314,1,my school please fuckin remove random trash in middle the hallway i always fuckin run 
8315,1,never follow bitch who's bios look like 
8316,1,really hold phone convos my house this trash service 
8317,1,someone beat justin beibers ass? he's little pussy. 
8318,2,someone get cheese cracker 
8319,2,"someone please explain me, are bird angry &amp; destroying pigs' homes? "
8320,1,someone treat to grub? i'm broke bitch here. 
8321,1,these bird shut fuck 
8322,1,this bitch already update ; 
8323,1,this bitch hurry up... ineedmyeigth 
8324,1,this bitch sit fuck and shut fuck 
8325,1,u say hoe hoe hoe? ewww wa nasty. wa mean her daily. i'll spare the detail lol. 
8326,2,we bomb selfie-monkey of timeline? 
8327,2,we revisit 's idea two team playing each other? would like see game every &amp; then. 
8328,1,you catch box hoe 
8329,1,you catch box hoe ? 
8330,1,you imagine tryn yo hardest stop bitch frm slutin still comin unsuccessful 
8331,1,you let stretch pussy or nah 
8332,1,you let stretch pussy or nahhh 
8333,1,you really take dick nah? i bring another bitch nah? 
8334,0,"can;t wait humble nigga the playoff again. then, good job hoe "
8335,1,can't a major nigga a minor hoe 
8336,2,can't many thing worse having cop interrupted a friggin yankee game still going on. 
8337,2,can't beat score 12 flappy bird givingup 
8338,1,can't even sleep fucking car this mother fucker drive like retard pump the break hard 
8339,2,can't find bc powder .. i'll chug children's advil 
8340,1,"can't fuck wit bitch ugly friends, "
8341,1,can't fuck a coon girl bruh 
8342,1,can't fuck no bitches. can't it. 
8343,1,can't get money me silly hoe 
8344,1,can't get pussy kirk franklin idc long been ya 
8345,1,can't bitch no future goals. love kid if not a parent first can't deal you 
8346,1,can't keep bitch it cool cause money still around 
8347,1,can't keep shallow bitch ya pocket ain't deep. 
8348,1,"can't let nobody play gta, bitch like using all ya ammo n gettin ya dude kilt the cop "
8349,1,can't neva a sucka no bitch.. ain't 
8350,1,can't hoe fixmylife 
8351,1,can't save hoe 
8352,1,can't stand bitch always feel need somethin. sit as home be bored ain't gotta be a hoe the time 
8353,1,can't stand nigga curve boy some hoe 
8354,1,can't stand sob bitch 
8355,0,can't stand bitch niggas. 
8356,1,can't stand ghetto ratchet mofos ;; 
8357,0,"can't stand asian dude now, faggot give attitude cause almost forgot water, fuck u faggot i on stage "
8358,0,can't stand faggot. 
8359,2,can't stand yankee jeter hitting home run his final bat nyc would cool. getting beaned would better! 
8360,1,"can't stand i see female get of relationship &amp; 2 day later ""talking"" another guy , hoe gonna hoe smh "
8361,2,can't stop eating graham cracker 
8362,0,can't take u coon nowhere &amp; mean nowhere 
8363,2,can't tell mexico ha impressive if brazil ha been trash today 
8364,1,"can't tell shit, cuz ion care bitch. "
8365,1,"can't trust every face, bitch gotta watch em' "
8366,1,can't trust bitches. these nigga either. 
8367,1,can't trust hoes... when say hoe mean dude 
8368,1,"can't turn hoe a house wife, fact "
8369,2,"can't wait till get full appetite back. ate half ghetto sandwich. lettuce, nothing. "
8370,1,can't wait till bitch get ; 
8371,1,can't wait put down payment my bitch 
8372,1,can't wait see bitch dutch 
8373,1,can't worry bout bitch ain't worried bout 
8374,1,cancel bitch like ninooo 
8375,1,"cancel hoe! ain't nothing cut b!tch off!"" "
8376,1,cancer a hoe y'all pray the people have it. 
8377,1,cant handle bitch her elbow fat 
8378,1,cant play game wit deze nigga bitch ;; 
8379,1,cant wait! rt nigga wanna at 45 pop viagra pop young bitch 
8380,1,cant da colored da white folk get along? all da cept da colored men gots da bigga dick 
8381,2,cardinal score 1st. lead 1-0 the top 3rd bird base. nlcs sfvsstl 
8382,1,carl try eat pussy that big nose fucking shit 
8383,1,carol gonna george lenny bitch. 
8384,1,carrahs bitch... 
8385,1,"carter need shut fuck up, fucking bitch always trying start shit "
8386,2,casey matthew so trash is big 
8387,1,catch fuckin tonight ... nolinenowait that bitch well... meetmethere 
8388,1,catch on episode vampire diary tomorrow night. bitch slap 
8389,1,catch jet hoe 
8390,1,catch with lingo itty bitty bitch 
8391,1,cause i'm trophy hunting little bitch 
8392,1,cause i'm type nighha joke you to play around don't a little bitch 
8393,1,cause lsu trash rt they doin college playoff ranking shit early? 
8394,1,cause bitch. rather eat pussy get mine ate. 
8395,1,cause know.. y'all hoe play entirely much. 
8396,2,cavs trash 
8397,1,cay got whole lit new clicc her school &amp; on bitch shit me like ? okay anyways still dem girlz 
8398,1,"cay said ""well bitch thot wa house arrest you ain't walking where!"" ;;;omg hate "
8399,0,ceasefire?let's see long towel head go without trying attack israel cry national medium they get popped 
8400,1,celebratin you hatin bitch. 
8401,1,celebrity teeth really white shit. mean get wrong shit aint yellow far i need whatever toothpaste be using 
8402,0,"celtic mean white trash. someone say they're celtic, mean they're white trash. "
8403,2,"chaber books: bragadayjah 24 nimrod cushite, first king the earth. see bragadayjah 24 "
8404,2,chaber books: bragadayjah 315 restriction eating certain insect bird 
8405,1,chad jordan this bitch. 
8406,2,chance trash 
8407,1,chance make champion nicca ain't nothing stopping 
8408,1,chance make champion nicca ain't nothing stopping you! 
8409,1,change game u bitches; 
8410,2,"char-broiled cod, yellow rice, saut;ed spinach artichoke hearts. made love .; "
8411,1,charlene crave colored cock 
8412,2,charles tillmans' eye more yellow corn 
8413,1,charles wa eatin trash domino that pic...you know wa still poor the time lol 
8414,2,charlie baker mass gov..the lib newspaper most lib state support 'r' gov! dog via 
8415,2,charlie baltimore look good 45 ; 
8416,2,charlie clip v yung ill review 
8417,2,"charlie crist (r, i, - fl) rumored demand recount. sayfie "
8418,2,"charlie crist losing 50,000 florida job raise minimum wage ;worth it; - conservative byte via "
8419,2,"charlie crist rick scott both scumbags, however interesting crist ha yet run one, one, positive political ad. "
8420,2,"charlie crist ha asked keep poll broward open 9pm, claiming long lines. medium report say turnout light broward. "
8421,2,"charlie crist win democratic primary florida governor's race, ap project via "
8422,2,"charlie crist, outlawed, hated, rediculed vilified shaking president's hand. a country! a democracy! "
8423,2,charlie daniel go on ;satanic evil; 
8424,2,charlie daniel couldve done better job! mnf 
8425,2,charlie furbush whydidigoogle 
8426,2,charlie jacob got confused the ice bucket challenge instead dumped bucket diamond his head. 
8427,2,"charlie kimball: ""i nowhere go"" indycar mavtv500 "
8428,2,charlie parr! mountain top music fest 
8429,2,"charlie rangel: republican 'believe slavery over' | truth revolt: bam, race card vote democrat "
8430,2,charlie sheen 
8431,2,charlie sheen never disappoints. 
8432,2,charlie sheen want return 'two a half men' | 
8433,2,charlie sheen's video message president obama 
8434,2,charlie i!:) love dog!!:) 
8435,2,charlie ron ha constantly put heat their entire career 
8436,2,charlie bit 
8437,1,charlie horse suck ouch 
8438,1,charlie an ol' hatin' fool! scandal 
8439,2,charlie so adorable. 
8440,2,charlie looking like he's one made 3. 
8441,1,charlie fukin around austin.. every week somebody getting kicked the team. 
8442,2,charlie xcx bae 
8443,1,chase really got hoe every state crazy @ name truth 
8444,1,"chase pussy, a sin. fall ya lap, a blessing. "
